name,address,governorate,city,district
صيدلية د. عبلة حسين,شارع المحطة، مبنى 143، عند النفق، حي بحري، باب شرق، الإسكندرية,الإسكندرية,باب شرق,حي بحري
صيدلية د. منير رمضان,شارع الروضة، مبنى 41، حي العصافرة، ستانلي، الإسكندرية,الإسكندرية,ستانلي,حي العصافرة
صيدلية الفردوس,شارع المدرسة، مبنى 29، عند النفق، حي المنتزة، باب شرق، الإسكندرية,الإسكندرية,باب شرق,حي المنتزة
صيدلية فؤاد عمر,شارع الخزان، مبنى 59، أمام البنك، حي النخيل، المنشية، الإسكندرية,الإسكندرية,المنشية,حي النخيل
صيدلية د. إيناس هاني,شارع السوق، مبنى 83، أمام البنك، حي العجمي، المكس، الإسكندرية,الإسكندرية,المكس,حي العجمي
صيدلية الجمهورية,شارع المسجد، مبنى 141، عند النفق، حي 6 أكتوبر، المكس، الإسكندرية,الإسكندرية,المكس,حي 6 أكتوبر
صيدلية د. دينا حسام,شارع المدرسة، مبنى 111، بعد محطة المترو، حي شرق التعليم، الإسكندرية، الإسكندرية,الإسكندرية,الإسكندرية,حي شرق التعليم
صيدلية د. رانيا حسونة,شارع البنك، مبنى 89، عند النفق، حي 6 أكتوبر، سموحة، الإسكندرية,الإسكندرية,سموحة,حي 6 أكتوبر
صيدلية د. جلال أشرف,شارع العشرين، مبنى 62، بجانب المدرسة، حي شرق التعليم، باب شرق، الإسكندرية,الإسكندرية,باب شرق,حي شرق التعليم
صيدلية د. جلال صبحي,شارع الجامعة، مبنى 59، حي 6 أكتوبر، العصافرة، الإسكندرية,الإسكندرية,العصافرة,حي 6 أكتوبر
صيدلية د. سلوى السيد,شارع الميناء، مبنى 82، عند النفق، حي شرق التعليم، زيزينيا، الإسكندرية,الإسكندرية,زيزينيا,حي شرق التعليم
صيدلية رانيا,شارع الجامعة، مبنى 37، أمام البنك، حي الدخيلة، العجمي، الإسكندرية,الإسكندرية,العجمي,حي الدخيلة
صيدلية د. حسام علي,شارع محمد علي، مبنى 140، بعد محطة المترو، حي غرب، العطارين، الإسكندرية,الإسكندرية,العطارين,حي غرب
صيدلية د. أشرف إيهاب,شارع الخزان، مبنى 86، حي بحري، المنتزة، الإسكندرية,الإسكندرية,المنتزة,حي بحري
صيدلية د. علي محمد,شارع الميناء، مبنى 56، أمام البنك، حي برج العرب، الأنفوشي، الإسكندرية,الإسكندرية,الأنفوشي,حي برج العرب
صيدلية وفاء يوسف,شارع السوق، مبنى 85، بجوار المسجد، حي 6 أكتوبر، كفر عبده، الإسكندرية,الإسكندرية,كفر عبده,حي 6 أكتوبر
صيدلية د. نعمت هاني,شارع الثورة، مبنى 115، حي الدخيلة، المنشية، الإسكندرية,الإسكندرية,المنشية,حي الدخيلة
صيدلية ليلى,شارع رمسيس، مبنى 142، أمام البنك، حي غرب التعليم، العصافرة، الإسكندرية,الإسكندرية,العصافرة,حي غرب التعليم
صيدلية د. أشرف محمد,شارع عباس العقاد، مبنى 31، عند النفق، حي 6 أكتوبر، العطارين، الإسكندرية,الإسكندرية,العطارين,حي 6 أكتوبر
صيدلية د. حسن هشام,شارع التحرير، مبنى 7، أمام البنك، حي المنتزة، محرم بك، الإسكندرية,الإسكندرية,محرم بك,حي المنتزة
صيدلية سوسن,شارع العروبة، مبنى 48، بجانب المدرسة، حي غرب التعليم، باب شرق، الإسكندرية,الإسكندرية,باب شرق,حي غرب التعليم
صيدلية الفردوس,شارع النصر، مبنى 105، أمام البنك، حي العجمي، ستانلي، الإسكندرية,الإسكندرية,ستانلي,حي العجمي
صيدلية د. رانيا عبدالستار,شارع بورسعيد، مبنى 15، بجوار المسجد، حي وسط، ستانلي، الإسكندرية,الإسكندرية,ستانلي,حي وسط
صيدلية أشرف حجازي,شارع الوحدة، مبنى 68، بجوار المسجد، حي بحري، سموحة، الإسكندرية,الإسكندرية,سموحة,حي بحري
صيدلية هاني الشيخ,شارع الجمهورية، مبنى 90، أمام البنك، حي الدخيلة، جليم، الإسكندرية,الإسكندرية,جليم,حي الدخيلة
صيدلية الفردوس,شارع مكرم عبيد، مبنى 146، حي النخيل، المنشية، الإسكندرية,الإسكندرية,المنشية,حي النخيل
صيدلية د. عاطف حامد,شارع فيصل، مبنى 24، حي بحري، المكس، الإسكندرية,الإسكندرية,المكس,حي بحري
صيدلية د. هشام حجازي,شارع التحرير، مبنى 132، بجوار المسجد، حي الدخيلة، المكس، الإسكندرية,الإسكندرية,المكس,حي الدخيلة
صيدلية أماني,شارع الخزان، مبنى 98، بجانب المدرسة، حي العجمي، زيزينيا، الإسكندرية,الإسكندرية,زيزينيا,حي العجمي
صيدلية فاتن نبيل,شارع البحر، مبنى 79، عند النفق، حي النخيل، سابا باشا، الإسكندرية,الإسكندرية,سابا باشا,حي النخيل
صيدلية صبحي,شارع محمد علي، مبنى 57، بجانب المدرسة، حي غرب التعليم، العجمي، الإسكندرية,الإسكندرية,العجمي,حي غرب التعليم
صيدلية د. نهى أنور,شارع الميناء، مبنى 11، عند النفق، حي غرب التعليم، بحري، الإسكندرية,الإسكندرية,بحري,حي غرب التعليم
صيدلية منال,شارع الميناء، مبنى 23، بجانب المدرسة، حي شرق، كفر عبده، الإسكندرية,الإسكندرية,كفر عبده,حي شرق
صيدلية وائل,شارع بورسعيد، مبنى 30، بجانب المدرسة، حي العطارين، المنتزة، الإسكندرية,الإسكندرية,المنتزة,حي العطارين
صيدلية الصحة,شارع الجلاء، مبنى 104، أمام البنك، حي المنتزة، الإسكندرية، الإسكندرية,الإسكندرية,الإسكندرية,حي المنتزة
صيدلية إيمان,شارع التحرير، مبنى 150، بجوار المسجد، حي غرب، باب شرق، الإسكندرية,الإسكندرية,باب شرق,حي غرب
صيدلية د. حسين عبدالله,شارع الأزهر، مبنى 23، بجانب المدرسة، حي الجمرك، السيوف، الإسكندرية,الإسكندرية,السيوف,حي الجمرك
صيدلية علي,شارع الاستقلال، مبنى 147، بجانب المدرسة، حي العصافرة، بحري، الإسكندرية,الإسكندرية,بحري,حي العصافرة
صيدلية د. جهاد عمر,شارع الجامعة، مبنى 55، بجانب المدرسة، حي الجمرك، كفر عبده، الإسكندرية,الإسكندرية,كفر عبده,حي الجمرك
صيدلية مجدي,شارع الجامعة، مبنى 150، حي العامرية، سيدي جابر، الإسكندرية,الإسكندرية,سيدي جابر,حي العامرية
صيدلية د. حسام فathy,شارع المدرسة، مبنى 139، بجوار المسجد، حي العصافرة، المنشية، الإسكندرية,الإسكندرية,المنشية,حي العصافرة
صيدلية عبدالعزيز,شارع السادات، مبنى 134، حي شرق، جليم، الإسكندرية,الإسكندرية,جليم,حي شرق
صيدلية الجمهورية,شارع الخليفة، مبنى 101، أمام البنك، حي الجمرك، المكس، الإسكندرية,الإسكندرية,المكس,حي الجمرك
صيدلية رمضان حامد,شارع محمد علي، مبنى 124، بعد محطة المترو، حي الدخيلة، الشاطبي، الإسكندرية,الإسكندرية,الشاطبي,حي الدخيلة
صيدلية منال,شارع الأهرام، مبنى 62، بعد محطة المترو، حي وسط، الشاطبي، الإسكندرية,الإسكندرية,الشاطبي,حي وسط
صيدلية رائد وليد,شارع الحرية، مبنى 16، بجانب المدرسة، حي بحري، المنتزة، الإسكندرية,الإسكندرية,المنتزة,حي بحري
صيدلية طارق هاني,شارع المقاومة، مبنى 90، عند النفق، حي بحري، ستانلي، الإسكندرية,الإسكندرية,ستانلي,حي بحري
