name,address,governorate,city,district
صيدلية د. بهاء صبحي,شارع المعز، مبنى 238، بجانب السوق، حي عابدين، القبة، القاهرة,القاهرة,القبة,حي عابدين
صيدلية خالد عمرو,شارع النفق، مبنى 111، بجانب المدرسة، حي السفير، التجمع الخامس، القاهرة,القاهرة,التجمع الخامس,حي السفير
صيدلية وائل وحيد,شارع الميناء، مبنى 65، بجوار البريد، حي روض الفرج، الزاوية، القاهرة,القاهرة,الزاوية,حي روض الفرج
صيدلية عمر خالد,شارع الروضة، مبنى 227، بجوار المسجد، حي السلام أول، الوايلي، القاهرة,القاهرة,الوايلي,حي السلام أول
صيدلية عبدالشافي نصار,شارع 26 يوليو، مبنى 83، أمام المستشفى، حي السفير، الهايكستب، القاهرة,القاهرة,الهايكستب,حي السفير
صيدلية إيمان إبراهيم,شارع فيصل، مبنى 5، بجوار المسجد، حي الجمالية، عين شمس، القاهرة,القاهرة,عين شمس,حي الجمالية
صيدلية عاطف حمدي,شارع الطيران، مبنى 272، بجوار البريد، حي المنيرة، بولاق، القاهرة,القاهرة,بولاق,حي المنيرة
صيدلية سعاد كمال,شارع المقاومة، مبنى 107، بجانب المدرسة، حي المعادي، الساحل، القاهرة,القاهرة,الساحل,حي المعادي
صيدلية د. سوسن عبدالرحمن,شارع فيصل، مبنى 108، أمام المستشفى، حي الظاهر، التجمع الخامس، القاهرة,القاهرة,التجمع الخامس,حي الظاهر
صيدلية جلال وائل,شارع بورسعيد، مبنى 8، بجانب السوق، حي الخليفة، القاهرة الجديدة، القاهرة,القاهرة,القاهرة الجديدة,حي الخليفة
صيدلية فتحي غانم,شارع الجمهورية، مبنى 95، عند النفق، حي حلوان، مصر القديمة، القاهرة,القاهرة,مصر القديمة,حي حلوان
صيدلية عبدالستار السيد,شارع السادات، مبنى 192، بجوار المسجد، حي الدرب الأحمر، مدينة السلام، القاهرة,القاهرة,مدينة السلام,حي الدرب الأحمر
صيدلية نهى إيهاب,شارع فيصل، مبنى 199، بجانب السوق، حي التبين، الدرب الأحمر، القاهرة,القاهرة,الدرب الأحمر,حي التبين
صيدلية د. إسراء هشام,شارع القنال، مبنى 226، بجانب المدرسة، حي المقطم، التجمع الخامس، القاهرة,القاهرة,التجمع الخامس,حي المقطم
صيدلية ليلى الخياط,شارع فيصل، مبنى 144، بجانب السوق، حي الوايلي، حلوان، القاهرة,القاهرة,حلوان,حي الوايلي
صيدلية دينا عبدالله,شارع الجامعة، مبنى 243، عند الدوار، حي المنيرة، مدينتي، القاهرة,القاهرة,مدينتي,حي المنيرة
صيدلية أمل شريف,شارع فلسطين، مبنى 23، بجوار البريد، حي الدرب الأحمر، الدرب الأحمر، القاهرة,القاهرة,الدرب الأحمر,حي الدرب الأحمر
صيدلية فريدة الكومي,شارع التحرير، مبنى 89، بجانب السوق، حي باب الشعرية، مدينتي، القاهرة,القاهرة,مدينتي,حي باب الشعرية
صيدلية عزة حجازي,شارع الجمهورية، مبنى 219، بجوار المسجد، حي الخلفاوي، الموسكي، القاهرة,القاهرة,الموسكي,حي الخلفاوي
صيدلية حسام محمود,شارع المحطة، مبنى 19، أمام المستشفى، حي الظاهر، الوايلي، القاهرة,القاهرة,الوايلي,حي الظاهر
صيدلية د. مها إسماعيل,شارع الميناء، مبنى 90، بجانب السوق، حي النزهة، الزاوية، القاهرة,القاهرة,الزاوية,حي النزهة
صيدلية محمود عبدالستار,شارع الميناء، مبنى 202، أمام المستشفى، حي المطارية، الفسطاط، القاهرة,القاهرة,الفسطاط,حي المطارية
صيدلية د. شريف عبدالعزيز,شارع الجمهورية، مبنى 116، بعد محطة المترو، حي القبة، الساحل، القاهرة,القاهرة,الساحل,حي القبة
صيدلية عبدالفتاح عبدالله,شارع الأمل، مبنى 219، بجانب السوق، حي الحسين، بولاق، القاهرة,القاهرة,بولاق,حي الحسين
صيدلية سعيد إيهاب,شارع الزهراء، مبنى 251، عند النفق، حي الموسكي، 15 مايو، القاهرة,القاهرة,15 مايو,حي الموسكي
صيدلية مريم الخياط,شارع الميناء، مبنى 123، بعد محطة المترو، حي الزاوية، القاهرة الجديدة، القاهرة,القاهرة,القاهرة الجديدة,حي الزاوية
صيدلية عبدالكريم الجزار,شارع الروضة، مبنى 83، بجانب المدرسة، حي المرج، المقطم، القاهرة,القاهرة,المقطم,حي المرج
صيدلية عبدالله نصار,شارع طلعت حرب، مبنى 5، بجانب السوق، حي المنتزة، المقطم، القاهرة,القاهرة,المقطم,حي المنتزة
صيدلية د. سهام حسام,شارع مكرم عبيد، مبنى 264، عند النفق، حي مصر الجديدة، بدر، القاهرة,القاهرة,بدر,حي مصر الجديدة
صيدلية سوسن نصار,شارع الخليفة، مبنى 118، بجانب السوق، حي الوايلي، الموسكي، القاهرة,القاهرة,الموسكي,حي الوايلي
صيدليات رقية إبراهيم,شارع الخزان، مبنى 190، عند النفق، حي المنتزة، القاهرة الجديدة، القاهرة,القاهرة,القاهرة الجديدة,حي المنتزة
صيدلية د. أحمد إسماعيل,شارع محمد علي، مبنى 58، أمام البنك، حي الخلفاوي، 15 مايو، القاهرة,القاهرة,15 مايو,حي الخلفاوي
صيدلية د. عادل عطية,شارع فلسطين، مبنى 233، بجوار البريد، حي التبين، الزيتون، القاهرة,القاهرة,الزيتون,حي التبين
صيدلية د. شريف عبدالله,شارع البحر، مبنى 13، عند النفق، حي 15 مايو، المنتزة، القاهرة,القاهرة,المنتزة,حي 15 مايو
صيدلية رأفت حجاج,شارع الخليفة، مبنى 96، حي السلام أول، الساحل، القاهرة,القاهرة,الساحل,حي السلام أول
صيدلية د. فتحية الحلواني,شارع رمسيس، مبنى 18، بجانب السوق، حي الدرب الأحمر، بولاق، القاهرة,القاهرة,بولاق,حي الدرب الأحمر
صيدلية د. سحر الفقي,شارع بورسعيد، مبنى 220، عند النفق، حي القلعة، المنيل، القاهرة,القاهرة,المنيل,حي القلعة
صيدلية د. نعيمة غانم,شارع العشرين، مبنى 220، أمام المستشفى، حي المعادي، مصر الجديدة، القاهرة,القاهرة,مصر الجديدة,حي المعادي
صيدلية وائل الشرقاوي,شارع فيصل، مبنى 278، عند الدوار، حي القبة، المنتزة، القاهرة,القاهرة,المنتزة,حي القبة
صيدليات عبدالرحمن,شارع محمد علي، مبنى 4، أمام البنك، حي روض الفرج، 15 مايو، القاهرة,القاهرة,15 مايو,حي روض الفرج
صيدلية سامي عوض,شارع رمسيس، مبنى 59، أمام المستشفى، حي المعادي، الدرب الأحمر، القاهرة,القاهرة,الدرب الأحمر,حي المعادي
