name,governorate,city,district,address,phone,location_url,district_id
صيدلية علي وعلي - المركز الرئيسي,دمياط,المركز الرئيسي,الحي 4,شارع 32، خلف المسجد، الحي 4,0157993300,"https://www.google.com/maps?q=30.09078684557364,31.970725219978632",DIST-10-882
صيدلية العزبي - المركز الرئيسي,دمياط,المركز الرئيسي,الحي 5,شارع 89، خلف البنك، الحي 5,0119638798,"https://www.google.com/maps?q=29.476928234510755,31.858846097142845",DIST-10-392
صيدلية رشدي - المركز الرئيسي,السويس,المركز الرئيسي,الحي 8,شارع 25، خلف المسجد، الحي 8,0124004474,"https://www.google.com/maps?q=30.034082631530463,31.33007125022153",DIST-13-599
صيدلية د. أحمد أحمد,القليوبية,المركز الرئيسي,الحي 6,شارع 19، خلف المسجد، الحي 6,0107210595,"https://www.google.com/maps?q=30.45746339003947,31.373462704347666",DIST-03-241
صيدلية رشدي - المركز الرئيسي,قنا,المركز الرئيسي,الحي 9,شارع 8، خلف البنك، الحي 9,0125283824,"https://www.google.com/maps?q=30.72776932818077,30.823966002335656",DIST-19-284
صيدلية د. علي محمود,قنا,المركز الرئيسي,الحي 9,شارع 30، خلف المدرسة، الحي 9,0154142856,"https://www.google.com/maps?q=30.164840411816826,31.28012427921532",DIST-19-888
صيدلية مصر - المركز الرئيسي,البحيرة,المركز الرئيسي,الحي 4,شارع 33، خلف المسجد، الحي 4,0158088530,"https://www.google.com/maps?q=30.997706572746683,31.494056324352883",DIST-08-508
صيدلية صيدلية المدينة - المركز الرئيسي,الفيوم,المركز الرئيسي,الحي 3,شارع 47، خلف المدرسة، الحي 3,0112524216,"https://www.google.com/maps?q=30.98270539706248,30.940724607993282",DIST-14-165
صيدلية رشدي - المركز الرئيسي,بورسعيد,المركز الرئيسي,الحي 2,شارع 5، خلف المسجد، الحي 2,0101447372,"https://www.google.com/maps?q=30.678801090102787,30.60699136438006",DIST-11-442
صيدلية مصر - المركز الرئيسي,جنوب سيناء,المركز الرئيسي,الحي 2,شارع 42، خلف البنك، الحي 2,0106772543,"https://www.google.com/maps?q=30.723702261258683,30.92501048205081",DIST-26-627
صيدلية رشدي - المركز الرئيسي,السويس,المركز الرئيسي,الحي 9,شارع 87، خلف المسجد، الحي 9,0124443449,"https://www.google.com/maps?q=29.607093493342376,30.05949564502828",DIST-13-133
صيدلية صيدليات شاكر - المركز الرئيسي,مطروح,المركز الرئيسي,الحي 4,شارع 29، خلف المدرسة، الحي 4,0129115469,"https://www.google.com/maps?q=29.715437964486146,30.645637083039517",DIST-24-773
صيدلية د. علي محمود,الأقصر,المركز الرئيسي,الحي 3,شارع 45، خلف المسجد، الحي 3,0127646254,"https://www.google.com/maps?q=29.268119767483125,30.72005606029609",DIST-20-232
صيدلية د. إبراهيم محمود,المنيا,المركز الرئيسي,الحي 8,شارع 74، خلف البنك، الحي 8,0154186468,"https://www.google.com/maps?q=29.906362711200337,31.96028201776483",DIST-16-530
صيدلية د. محمد حسن,البحر الأحمر,المركز الرئيسي,الحي 6,شارع 40، خلف المسجد، الحي 6,0158737324,"https://www.google.com/maps?q=30.39536478927678,30.36293447279753",DIST-22-872
صيدلية صيدلية المدينة - المركز الرئيسي,بني سويف,المركز الرئيسي,الحي 8,شارع 80، خلف المدرسة، الحي 8,0158658290,"https://www.google.com/maps?q=30.710039204923845,30.661138746748062",DIST-15-961
صيدلية خليل - السيوف,الإسكندرية,السيوف,الحي 1,شارع 92، خلف البنك، الحي 1,0158354917,"https://www.google.com/maps?q=29.0114637981799,31.12427911618369",DIST-02-213
صيدلية مصر - المركز الرئيسي,الأقصر,المركز الرئيسي,الحي 4,شارع 34، خلف البنك، الحي 4,0118125355,"https://www.google.com/maps?q=30.971719879080197,31.097458059233727",DIST-20-264
صيدلية د. محمود حسن,الشرقية,العاشر من رمضان,الحي 9,شارع 38، خلف المدرسة، الحي 9,0153241275,"https://www.google.com/maps?q=29.77618900875821,31.182733732735237",DIST-05-102
صيدلية د. سيد محمود,جنوب سيناء,المركز الرئيسي,الحي 9,شارع 68، خلف المدرسة، الحي 9,0107472163,"https://www.google.com/maps?q=29.920112373875533,31.53606272184365",DIST-26-908
صيدلية د. حسين حسن,بني سويف,المركز الرئيسي,الحي 1,شارع 9، خلف البنك، الحي 1,0113388342,"https://www.google.com/maps?q=30.334374834950104,31.323974736957112",DIST-15-413
صيدلية د. أحمد حسين,الشرقية,بلبيس,الحي 10,شارع 57، خلف المسجد، الحي 10,0126198200,"https://www.google.com/maps?q=29.766207850487255,31.567133606642187",DIST-05-864
صيدلية سيف - المركز الرئيسي,السويس,المركز الرئيسي,الحي 9,شارع 2، خلف البنك، الحي 9,0108841506,"https://www.google.com/maps?q=30.30877693253053,31.860878170830357",DIST-13-119
صيدلية صيدليات شاكر - المركز الرئيسي,قنا,المركز الرئيسي,الحي 2,شارع 53، خلف المدرسة، الحي 2,0117531866,"https://www.google.com/maps?q=30.8570993798335,31.573402799611426",DIST-19-841
صيدلية رشدي - المركز الرئيسي,بني سويف,المركز الرئيسي,الحي 4,شارع 23، خلف المسجد، الحي 4,0105373311,"https://www.google.com/maps?q=30.413557280919623,31.408563082211604",DIST-15-411
صيدلية مصر - المركز الرئيسي,بني سويف,المركز الرئيسي,الحي 3,شارع 57، خلف البنك، الحي 3,0104486737,"https://www.google.com/maps?q=30.458570291715443,30.23983807527831",DIST-15-953
صيدلية العزبي - المركز الرئيسي,الوادي الجديد,المركز الرئيسي,الحي 8,شارع 15، خلف المسجد، الحي 8,0126238125,"https://www.google.com/maps?q=30.925659133401123,30.074202600940605",DIST-23-376
صيدلية 19011 - المركز الرئيسي,الأقصر,المركز الرئيسي,الحي 1,شارع 80، خلف البنك، الحي 1,0155414422,"https://www.google.com/maps?q=30.055944627396443,31.001365871629716",DIST-20-322
صيدلية مصر - المركز الرئيسي,بني سويف,المركز الرئيسي,الحي 4,شارع 23، خلف المدرسة، الحي 4,0114685595,"https://www.google.com/maps?q=29.56808643525237,31.87708305759735",DIST-15-734
صيدلية د. محمود حسن,بورسعيد,المركز الرئيسي,الحي 3,شارع 98، خلف المسجد، الحي 3,0124717440,"https://www.google.com/maps?q=29.600058140859094,31.63565204806553",DIST-11-398
صيدلية د. حسن حسن,الجيزة,المهندسين,الحي 5,شارع 51، خلف البنك، الحي 5,0103468491,"https://www.google.com/maps?q=30.61690170219884,31.239813637222937",DIST-01-622
صيدلية صيدليات شاكر - 6 أكتوبر,الجيزة,6 أكتوبر,الحي 8,شارع 68، خلف المسجد، الحي 8,0106479718,"https://www.google.com/maps?q=30.79597873484242,30.83105016549525",DIST-01-279
صيدلية علي وعلي - المركز الرئيسي,الغربية,المركز الرئيسي,الحي 6,شارع 51، خلف المسجد، الحي 6,0104964954,"https://www.google.com/maps?q=30.904617349010547,31.249911265342945",DIST-07-716
صيدلية رشدي - المركز الرئيسي,السويس,المركز الرئيسي,الحي 3,شارع 72، خلف المسجد، الحي 3,0151230236,"https://www.google.com/maps?q=29.387735174848252,31.091715208145384",DIST-13-896
صيدلية د. إبراهيم محمد,دمياط,المركز الرئيسي,الحي 3,شارع 33، خلف المدرسة، الحي 3,0153094454,"https://www.google.com/maps?q=30.417379641499007,31.030864751745913",DIST-10-727
صيدلية د. حسين حسين,القليوبية,المركز الرئيسي,الحي 5,شارع 26، خلف المسجد، الحي 5,0155629860,"https://www.google.com/maps?q=30.02565327117087,30.331733892244635",DIST-03-818
صيدلية د. محمد إبراهيم,الغربية,المركز الرئيسي,الحي 10,شارع 47، خلف المدرسة، الحي 10,0153422238,"https://www.google.com/maps?q=30.699392689947295,31.113015488639252",DIST-07-118
صيدلية علي وعلي - المركز الرئيسي,البحر الأحمر,المركز الرئيسي,الحي 10,شارع 79، خلف البنك، الحي 10,0103235655,"https://www.google.com/maps?q=29.494994679276132,31.472688943237475",DIST-22-176
صيدلية علي وعلي - المركز الرئيسي,جنوب سيناء,المركز الرئيسي,الحي 8,شارع 87، خلف المدرسة، الحي 8,0112722417,"https://www.google.com/maps?q=29.584813671316937,31.5648684845231",DIST-26-927
صيدلية صيدلية المدينة - المركز الرئيسي,جنوب سيناء,المركز الرئيسي,الحي 5,شارع 2، خلف البنك، الحي 5,0124847761,"https://www.google.com/maps?q=29.55757594686841,30.717891625527",DIST-26-735
صيدلية علي وعلي - المركز الرئيسي,شمال سيناء,المركز الرئيسي,الحي 2,شارع 83، خلف المسجد، الحي 2,0126612285,"https://www.google.com/maps?q=30.212824411804476,30.60429112948993",DIST-25-674
صيدلية 19011 - المركز الرئيسي,الأقصر,المركز الرئيسي,الحي 10,شارع 7، خلف البنك، الحي 10,0128873754,"https://www.google.com/maps?q=29.810811493383472,31.038171963815486",DIST-20-556
صيدلية د. أحمد حسين,المنوفية,المركز الرئيسي,الحي 2,شارع 79، خلف المدرسة، الحي 2,0129247347,"https://www.google.com/maps?q=30.178062176736805,31.75743570018328",DIST-06-112
صيدلية سيف - المركز الرئيسي,مطروح,المركز الرئيسي,الحي 4,شارع 97، خلف البنك، الحي 4,0116113986,"https://www.google.com/maps?q=29.415464342338016,30.633615929463048",DIST-24-607
صيدلية خليل - المركز الرئيسي,سوهاج,المركز الرئيسي,الحي 6,شارع 95، خلف المدرسة، الحي 6,0126714513,"https://www.google.com/maps?q=29.89810577066703,31.334569335199543",DIST-18-576
صيدلية د. إبراهيم محمود,دمياط,المركز الرئيسي,الحي 2,شارع 49، خلف البنك، الحي 2,0158895356,"https://www.google.com/maps?q=29.033699248404826,30.29501922097848",DIST-10-879
صيدلية د. إبراهيم محمود,كفر الشيخ,المركز الرئيسي,الحي 8,شارع 74، خلف البنك، الحي 8,0155291753,"https://www.google.com/maps?q=30.182063034111607,31.206701401778968",DIST-09-619
صيدلية د. أحمد علي,الإسماعيلية,المركز الرئيسي,الحي 3,شارع 51، خلف المدرسة، الحي 3,0104511696,"https://www.google.com/maps?q=30.203380675678915,31.48856510048987",DIST-12-931
صيدلية د. حسين أحمد,البحر الأحمر,المركز الرئيسي,الحي 4,شارع 21، خلف المسجد، الحي 4,0118111884,"https://www.google.com/maps?q=30.339085237768767,30.06573718599762",DIST-22-472
صيدلية د. محمد إبراهيم,مطروح,المركز الرئيسي,الحي 9,شارع 58، خلف المسجد، الحي 9,0112945580,"https://www.google.com/maps?q=30.41140565466424,31.41328760198408",DIST-24-392
صيدلية د. محمود سيد,القاهرة,مصر الجديدة,الحي 9,شارع 84، خلف المسجد، الحي 9,0124425501,"https://www.google.com/maps?q=29.601206367115246,31.469987860147207",DIST-00-388
صيدلية د. حسن علي,قنا,المركز الرئيسي,الحي 7,شارع 4، خلف البنك، الحي 7,0125581217,"https://www.google.com/maps?q=29.139594576668838,31.759522145871383",DIST-19-433
صيدلية د. حسن أحمد,بني سويف,المركز الرئيسي,الحي 7,شارع 29، خلف المسجد، الحي 7,0151452184,"https://www.google.com/maps?q=29.76635319318099,30.33553080980129",DIST-15-606
صيدلية خليل - المركز الرئيسي,بني سويف,المركز الرئيسي,الحي 10,شارع 53، خلف المسجد، الحي 10,0114699414,"https://www.google.com/maps?q=30.911497775803394,31.569226747807715",DIST-15-828
